elevation_m,slope_deg,ndvi,lst_celsius,rainfall_annual_mm,soil_moisture,clay_iron_ratio,ferrous_iron_index,latitude,longitude,dist_to_fault_km,standardized_lithology,mn_present,country
436.72,3.91,0.485,30.1,1175.4,0.209,3.17,2.23,-27.444273,23.264153,1.04,Alluvium_Unconsolidated,0,South Africa
446.17,5.48,0.335,32.0,1205.0,0.206,2.25,2.44,-27.321646,23.334041,3.44,Alluvium_Unconsolidated,0,South Africa
408.89,7.74,0.476,36.37,941.7,0.25,2.5,2.37,-27.546753,22.84753,3.74,Alluvium_Unconsolidated,0,South Africa
442.17,6.93,0.355,34.58,1231.2,0.203,1.9,2.21,-27.334875,23.416199,1.14,Alluvium_Unconsolidated,0,South Africa
396.6,7.96,0.401,36.91,920.1,0.286,3.16,2.44,-27.611241,22.802752,4.34,Alluvium_Unconsolidated,0,South Africa
433.9,5.95,0.28,32.75,1213.6,0.216,1.81,2.48,-27.283522,23.357787,2.06,Alluvium_Unconsolidated,0,South Africa
402.11,7.65,0.496,36.16,878.2,0.233,3.05,1.72,-27.512432,22.693803,2.72,Alluvium_Unconsolidated,1,South Africa
431.27,7.69,0.286,36.26,880.0,0.215,1.62,1.37,-27.28771,22.699557,1.34,Alluvium_Unconsolidated,0,South Africa
418.06,6.55,0.255,33.83,857.5,0.316,2.66,2.44,-27.085868,22.606461,5.37,Alluvium_Unconsolidated,0,South Africa
337.39,4.75,0.206,30.99,1050.1,0.355,3.18,1.5,-27.775196,23.038542,4.68,Alluvium_Unconsolidated,0,South Africa
433.59,7.93,0.479,36.83,893.9,0.207,2.13,1.54,-27.435886,22.739977,5.49,Alluvium_Unconsolidated,0,South Africa
367.55,2.77,0.363,29.3,1098.6,0.348,1.77,1.31,-27.008773,23.120212,5.35,Alluvium_Unconsolidated,0,South Africa
431.47,2.51,0.488,29.19,1147.5,0.21,2.97,2.36,-27.448925,23.208102,3.55,Alluvium_Unconsolidated,0,South Africa
336.27,7.9,0.476,36.75,928.7,0.331,1.81,2.42,-26.80299,22.821184,5.13,Alluvium_Unconsolidated,0,South Africa
444.22,3.28,0.411,29.6,1163.1,0.2,3.15,2.48,-27.37375,23.238595,4.56,Alluvium_Unconsolidated,1,South Africa
368.21,2.98,0.376,29.42,1157.1,0.35,2.43,1.34,-27.000112,23.226755,1.07,Alluvium_Unconsolidated,1,South Africa
435.62,1.57,0.498,29.0,1127.9,0.23,2.27,2.26,-27.504529,23.171748,5.69,Alluvium_Unconsolidated,1,South Africa
419.74,5.36,0.207,31.83,850.7,0.284,1.78,2.41,-27.144665,22.543027,3.08,Alluvium_Unconsolidated,0,South Africa
340.57,5.69,0.493,32.33,851.8,0.342,2.49,1.73,-26.829815,22.559038,4.8,Alluvium_Unconsolidated,0,South Africa
408.97,7.97,0.243,36.92,898.6,0.228,2.02,1.36,-27.252554,22.752132,4.85,Alluvium_Unconsolidated,0,South Africa
381.18,1.91,0.34,29.03,1135.2,0.342,1.96,1.33,-27.024529,23.185087,4.13,Alluvium_Unconsolidated,0,South Africa
434.05,3.07,0.223,29.47,1158.9,0.238,2.06,2.27,-27.231151,23.230361,1.96,Alluvium_Unconsolidated,1,South Africa
323.21,7.39,0.5,35.56,961.8,0.352,1.71,2.46,-26.862653,22.886128,5.61,Alluvium_Unconsolidated,0,South Africa
416.31,6.21,0.492,33.21,1007.2,0.238,1.68,2.49,-27.521716,22.966408,4.86,Alluvium_Unconsolidated,0,South Africa
405.39,5.88,0.5,32.64,1212.4,0.224,3.2,1.7,-27.49053,23.354261,2.06,Alluvium_Unconsolidated,0,South Africa
381.88,5.62,0.411,32.22,1207.7,0.282,2.4,1.35,-27.603861,23.341095,5.8,Alluvium_Unconsolidated,1,South Africa
332.98,7.99,0.5,36.98,914.1,0.351,1.61,2.48,-26.858756,22.789368,4.84,Alluvium_Unconsolidated,0,South Africa
442.95,6.61,0.481,33.95,993.6,0.207,1.65,2.23,-27.438109,22.943007,1.15,Alluvium_Unconsolidated,0,South Africa
388.49,2.58,0.384,29.22,1102.9,0.351,1.89,1.32,-26.994911,23.127555,4.59,Alluvium_Unconsolidated,0,South Africa
414.74,4.94,0.201,31.24,1195.0,0.26,1.6,2.33,-27.188374,23.308756,5.44,Alluvium_Unconsolidated,0,South Africa
335.83,5.59,0.497,32.17,1207.1,0.345,2.62,1.32,-26.84003,23.339507,2.93,Alluvium_Unconsolidated,1,South Africa
433.54,7.44,0.495,35.69,871.9,0.214,2.8,1.46,-27.463376,22.672264,1.43,Alluvium_Unconsolidated,0,South Africa
423.03,3.64,0.214,29.86,1078.2,0.244,2.83,1.72,-27.218287,23.085577,5.78,Alluvium_Unconsolidated,1,South Africa
342.35,6.55,0.202,33.83,1224.5,0.357,1.62,1.78,-27.78776,23.391817,3.97,Alluvium_Unconsolidated,0,South Africa
434.35,6.07,0.421,32.95,853.7,0.2,2.63,1.37,-27.380817,22.578666,2.88,Alluvium_Unconsolidated,0,South Africa
337.13,3.38,0.487,29.67,1084.4,0.359,2.53,1.68,-26.902497,23.09602,1.84,Alluvium_Unconsolidated,1,South Africa
428.9,4.99,0.456,31.31,850.1,0.202,3.1,1.39,-27.410572,22.525625,3.41,Alluvium_Unconsolidated,0,South Africa
361.87,7.34,0.462,35.47,963.8,0.36,1.63,2.25,-26.933878,22.889753,4.45,Alluvium_Unconsolidated,0,South Africa
421.22,6.64,0.21,34.0,858.4,0.288,2.21,2.27,-27.13782,22.611815,5.57,Alluvium_Unconsolidated,0,South Africa
358.51,7.0,0.48,34.72,863.0,0.36,2.78,2.34,-26.91306,22.635753,5.73,Alluvium_Unconsolidated,1,South Africa
346.67,3.87,0.432,30.06,1174.6,0.358,2.98,1.32,-26.960162,23.26258,5.04,Alluvium_Unconsolidated,0,South Africa
392.44,6.41,0.405,33.56,856.2,0.284,2.62,1.83,-27.608474,22.597882,2.5,Alluvium_Unconsolidated,0,South Africa
394.62,7.9,0.5,36.74,890.9,0.224,2.69,1.75,-27.490466,22.731645,2.34,Alluvium_Unconsolidated,1,South Africa
470.6,6.78,0.305,34.28,1228.6,0.211,1.72,2.36,-27.301184,23.406425,3.09,Alluvium_Unconsolidated,0,South Africa
383.37,5.21,0.335,31.61,1200.0,0.341,2.76,1.66,-27.027959,23.321129,3.54,Alluvium_Unconsolidated,0,South Africa
444.04,5.61,0.324,32.2,1207.4,0.207,2.15,2.45,-27.314755,23.340371,2.69,Alluvium_Unconsolidated,0,South Africa
388.27,2.59,0.414,29.23,1102.5,0.28,1.61,1.98,-27.601796,23.126942,3.39,Alluvium_Unconsolidated,0,South Africa
450.51,6.08,0.375,32.97,853.7,0.202,2.31,1.46,-27.348533,22.579282,4.77,Alluvium_Unconsolidated,1,South Africa
449.46,6.71,0.362,34.14,859.2,0.203,2.01,1.4,-27.340083,22.616342,5.74,Alluvium_Unconsolidated,0,South Africa
356.8,7.52,0.329,35.86,955.0,0.312,3.17,2.46,-27.659803,22.873359,4.42,Alluvium_Unconsolidated,1,South Africa
374.1,5.01,0.454,31.33,1043.0,0.36,1.8,1.75,-26.941295,23.026615,5.18,Alluvium_Unconsolidated,0,South Africa
399.64,7.3,0.243,35.36,1237.7,0.31,2.86,2.36,-27.097396,23.444433,4.28,Alluvium_Unconsolidated,0,South Africa
359.03,1.53,0.44,29.0,1125.9,0.359,2.51,1.34,-26.953571,23.168095,1.62,Alluvium_Unconsolidated,0,South Africa
439.21,6.45,0.235,33.63,856.5,0.232,1.6,1.82,-27.24448,22.600052,2.99,Alluvium_Unconsolidated,0,South Africa
350.39,7.95,0.209,36.88,896.2,0.354,2.05,2.43,-27.768379,22.74594,3.5,Alluvium_Unconsolidated,0,South Africa
362.27,7.42,0.297,35.63,1239.8,0.323,2.37,1.53,-27.682432,23.455256,5.8,Alluvium_Unconsolidated,1,South Africa
336.51,1.69,0.498,29.01,1122.5,0.347,3.19,1.73,-26.843977,23.161942,5.72,Alluvium_Unconsolidated,0,South Africa
331.43,7.68,0.201,36.23,879.3,0.358,1.68,2.46,-27.790761,22.697431,5.72,Alluvium_Unconsolidated,0,South Africa
419.45,5.79,0.495,32.48,1210.7,0.234,3.12,1.61,-27.514683,23.349272,1.58,Alluvium_Unconsolidated,0,South Africa
387.19,1.6,0.445,29.0,1124.4,0.267,1.69,1.96,-27.577661,23.165396,1.8,Alluvium_Unconsolidated,1,South Africa
341.1,2.07,0.224,29.06,1138.5,0.348,2.21,1.31,-27.745283,23.191199,5.23,Alluvium_Unconsolidated,0,South Africa
362.2,5.52,0.209,32.06,851.1,0.354,1.68,2.36,-27.76787,22.55048,3.72,Alluvium_Unconsolidated,0,South Africa
430.31,5.23,0.492,31.63,850.4,0.212,3.2,1.31,-27.456155,22.536424,5.31,Alluvium_Unconsolidated,0,South Africa
361.9,3.37,0.346,29.66,1164.8,0.306,1.62,1.42,-27.648395,23.242053,1.26,Alluvium_Unconsolidated,0,South Africa
345.56,5.34,0.202,31.8,850.7,0.357,1.82,2.4,-27.788803,22.541962,1.91,Alluvium_Unconsolidated,0,South Africa
403.53,7.67,0.285,36.2,878.9,0.327,3.18,2.31,-27.062557,22.696058,1.26,Alluvium_Unconsolidated,0,South Africa
336.62,7.51,0.495,35.85,1241.6,0.343,1.83,1.36,-26.834521,23.464705,5.7,Alluvium_Unconsolidated,0,South Africa
417.7,6.54,0.476,33.81,996.0,0.25,1.9,2.5,-27.545845,22.947254,5.79,Alluvium_Unconsolidated,0,South Africa
346.06,1.77,0.499,29.01,1132.2,0.348,3.2,1.65,-26.847827,23.179477,5.59,Alluvium_Unconsolidated,0,South Africa
365.29,5.65,0.369,32.27,851.6,0.349,3.03,2.43,-27.004782,22.557188,2.88,Alluvium_Unconsolidated,0,South Africa
369.19,6.82,0.467,34.35,986.0,0.36,1.6,2.15,-26.928076,22.929784,5.63,Alluvium_Unconsolidated,0,South Africa
422.71,7.78,0.203,36.48,1246.3,0.279,2.68,2.5,-27.154304,23.497357,2.96,Alluvium_Unconsolidated,0,South Africa
454.38,2.04,0.335,29.06,1137.9,0.206,3.06,2.45,-27.321684,23.190028,5.36,Alluvium_Unconsolidated,1,South Africa
328.95,1.83,0.212,29.02,1133.6,0.352,2.43,1.3,-27.76214,23.182073,4.18,Alluvium_Unconsolidated,1,South Africa
431.59,4.76,0.461,31.02,850.0,0.203,3.15,1.4,-27.414935,22.515409,4.08,Alluvium_Unconsolidated,1,South Africa
331.88,7.79,0.202,36.48,884.1,0.357,1.74,2.44,-27.788784,22.712366,5.48,Alluvium_Unconsolidated,0,South Africa
346.89,5.59,0.226,32.16,1207.0,0.347,1.61,1.44,-27.743399,23.339197,3.4,Alluvium_Unconsolidated,0,South Africa
396.18,7.99,0.399,36.98,913.3,0.286,3.19,2.42,-27.612644,22.787526,4.9,Alluvium_Unconsolidated,0,South Africa
418.84,5.24,0.411,31.64,1036.7,0.2,2.52,2.2,-27.373858,23.016183,5.7,Alluvium_Unconsolidated,0,South Africa
357.55,7.32,0.489,35.42,869.0,0.358,2.5,2.36,-26.898953,22.661349,4.84,Alluvium_Unconsolidated,0,South Africa
367.8,1.95,0.286,29.04,1116.9,0.327,1.95,1.5,-27.690077,23.152112,5.79,Alluvium_Unconsolidated,0,South Africa
315.08,4.4,0.476,30.59,1059.2,0.331,3.08,2.28,-26.803079,23.053675,5.59,Alluvium_Unconsolidated,1,South Africa
434.14,7.52,0.401,35.87,874.1,0.2,1.88,1.3,-27.366239,22.680119,5.78,Alluvium_Unconsolidated,0,South Africa
372.15,7.24,0.273,35.24,1236.7,0.331,2.12,1.55,-27.699582,23.439918,5.3,Alluvium_Unconsolidated,0,South Africa
417.57,7.8,0.212,36.52,937.0,0.29,3.2,1.53,-27.133787,22.83828,2.96,Alluvium_Unconsolidated,0,South Africa
314.3,6.72,0.476,34.15,989.7,0.331,2.47,2.49,-26.80297,22.936341,1.33,Alluvium_Unconsolidated,1,South Africa
416.74,6.92,0.496,34.57,862.0,0.233,3.19,1.52,-27.511923,22.630648,5.06,Alluvium_Unconsolidated,0,South Africa
369.52,7.93,0.297,36.83,925.1,0.323,3.12,2.49,-27.681933,22.813609,5.73,Alluvium_Unconsolidated,0,South Africa
417.23,4.44,0.201,30.63,1185.5,0.261,1.61,2.26,-27.186046,23.286405,5.01,Alluvium_Unconsolidated,0,South Africa
398.91,7.41,0.283,35.62,871.1,0.326,3.11,2.37,-27.06388,22.669388,1.76,Alluvium_Unconsolidated,1,South Africa
322.6,6.53,0.498,33.8,1224.2,0.346,2.32,1.3,-26.843377,23.390755,4.73,Alluvium_Unconsolidated,0,South Africa
462.73,7.68,0.288,36.23,879.4,0.215,1.62,1.37,-27.28929,22.6977,1.55,Alluvium_Unconsolidated,1,South Africa
366.2,5.36,0.369,31.82,1033.2,0.298,2.29,2.23,-27.633643,23.010342,4.88,Alluvium_Unconsolidated,0,South Africa
411.99,6.78,0.225,34.28,987.3,0.3,2.83,1.37,-27.116515,22.932044,5.79,Alluvium_Unconsolidated,0,South Africa
422.73,7.81,0.493,36.54,885.4,0.237,3.01,1.83,-27.520276,22.716242,2.22,Alluvium_Unconsolidated,0,South Africa
380.12,8.0,0.245,36.99,905.5,0.34,2.61,2.48,-27.723355,22.769117,2.45,Alluvium_Unconsolidated,1,South Africa
368.8,5.13,0.442,31.49,1039.7,0.359,1.72,1.72,-26.951449,23.021195,5.58,Alluvium_Unconsolidated,0,South Africa
370.07,6.85,0.334,34.41,860.9,0.31,2.33,2.15,-27.656649,22.62524,1.31,Alluvium_Unconsolidated,0,South Africa
431.88,2.02,0.466,29.05,1137.6,0.204,3.07,2.46,-27.420136,23.189442,2.45,Alluvium_Unconsolidated,0,South Africa
376.52,6.36,0.39,33.48,855.8,0.29,2.5,1.87,-27.619317,22.595215,1.59,Alluvium_Unconsolidated,1,South Africa
425.14,3.47,0.214,29.74,1166.9,0.291,1.61,1.88,-27.13184,23.246401,5.74,Alluvium_Unconsolidated,0,South Africa
343.25,8.0,0.499,37.0,910.8,0.348,1.61,2.46,-26.847615,22.781804,5.09,Alluvium_Unconsolidated,0,South Africa
393.39,4.13,0.355,30.31,1066.0,0.303,2.04,2.01,-27.642384,23.065061,5.7,Alluvium_Unconsolidated,0,South Africa
358.72,8.0,0.32,36.99,911.3,0.315,3.1,2.5,-27.666356,22.782892,5.65,Alluvium_Unconsolidated,0,South Africa
423.54,4.26,0.47,30.44,1182.1,0.254,2.49,1.67,-27.55297,23.278917,5.75,Alluvium_Unconsolidated,1,South Africa
339.39,5.62,0.205,32.21,1207.6,0.356,1.71,1.57,-27.777659,23.340738,5.12,Alluvium_Unconsolidated,0,South Africa
407.67,1.7,0.208,29.01,1130.8,0.286,1.69,1.68,-27.141539,23.177032,3.53,Alluvium_Unconsolidated,0,South Africa
345.68,6.7,0.209,34.12,990.3,0.354,3.1,1.86,-27.768599,22.937364,5.67,Alluvium_Unconsolidated,0,South Africa
416.55,4.6,0.483,30.82,850.0,0.245,2.73,1.33,-27.536353,22.508206,3.34,Alluvium_Unconsolidated,0,South Africa
346.71,6.92,0.496,34.56,1231.1,0.345,2.12,1.31,-26.837662,23.41576,5.53,Alluvium_Unconsolidated,0,South Africa
330.89,3.18,0.487,29.53,1089.1,0.338,3.15,2.05,-26.819043,23.10398,5.8,Alluvium_Unconsolidated,0,South Africa
329.93,7.9,0.241,36.76,928.1,0.342,2.87,2.4,-27.726969,22.819869,4.35,Alluvium_Unconsolidated,0,South Africa
390.15,6.29,0.325,33.34,1004.7,0.339,1.91,1.55,-27.034287,22.962137,0.98,Alluvium_Unconsolidated,0,South Africa
343.76,4.92,0.5,31.21,1194.6,0.353,3.01,1.31,-26.867722,23.307747,2.24,Alluvium_Unconsolidated,0,South Africa
396.07,1.94,0.217,29.04,1135.8,0.294,1.62,1.64,-27.126665,23.186178,4.69,Alluvium_Unconsolidated,0,South Africa
367.9,7.29,0.256,35.36,966.1,0.337,3.19,2.26,-27.713383,22.894133,5.73,Alluvium_Unconsolidated,0,South Africa
410.07,4.71,0.5,30.95,850.0,0.224,3.08,1.3,-27.489447,22.512905,5.59,Alluvium_Unconsolidated,0,South Africa
388.27,5.94,0.344,32.73,1213.4,0.307,2.06,1.3,-27.650274,23.357053,5.08,Alluvium_Unconsolidated,0,South Africa
430.31,4.85,0.265,31.13,850.0,0.221,1.99,1.98,-27.271975,22.519244,5.77,Alluvium_Unconsolidated,0,South Africa
387.29,5.11,0.394,31.47,850.2,0.289,2.12,1.64,-27.616447,22.531128,2.93,Alluvium_Unconsolidated,1,South Africa
387.13,5.0,0.381,31.32,1196.2,0.293,2.02,1.35,-27.625029,23.311487,4.87,Alluvium_Unconsolidated,0,South Africa
409.79,8.0,0.415,36.99,912.3,0.28,3.16,2.39,-27.600907,22.785288,4.41,Alluvium_Unconsolidated,0,South Africa
417.95,6.51,0.202,33.75,857.1,0.259,1.76,2.07,-27.190062,22.60385,2.75,Alluvium_Unconsolidated,0,South Africa
374.7,1.66,0.359,29.0,1123.1,0.347,1.94,1.3,-27.011813,23.16305,4.24,Alluvium_Unconsolidated,0,South Africa
361.77,7.2,0.452,35.15,866.5,0.36,2.93,2.45,-26.942655,22.651233,5.76,Alluvium_Unconsolidated,1,South Africa
345.08,7.34,0.467,35.46,1238.5,0.36,2.75,1.63,-26.927822,23.448301,1.85,Alluvium_Unconsolidated,1,South Africa
372.77,4.31,0.427,30.49,1061.5,0.357,1.79,1.55,-26.963912,23.057585,5.25,Alluvium_Unconsolidated,0,South Africa
328.31,6.34,0.5,33.44,855.6,0.349,2.5,1.96,-26.853781,22.59406,4.83,Alluvium_Unconsolidated,0,South Africa
328.0,6.88,0.498,34.49,983.4,0.346,2.03,2.44,-26.843137,22.925261,3.65,Alluvium_Unconsolidated,1,South Africa
389.82,5.98,0.368,32.8,853.1,0.298,2.23,1.87,-27.633982,22.573933,2.16,Alluvium_Unconsolidated,0,South Africa
392.15,3.66,0.227,29.89,1170.6,0.301,1.68,1.82,-27.114139,23.254129,5.71,Alluvium_Unconsolidated,0,South Africa
346.95,4.56,0.5,30.78,1187.9,0.352,3.05,1.33,-26.864151,23.291959,2.73,Alluvium_Unconsolidated,0,South Africa
418.86,7.94,0.221,36.86,895.3,0.297,3.07,1.9,-27.121706,22.743501,2.37,Alluvium_Unconsolidated,0,South Africa
470.46,7.13,0.301,35.0,1234.8,0.212,1.64,2.3,-27.298318,23.431124,4.27,Alluvium_Unconsolidated,0,South Africa
390.04,3.81,0.339,30.01,1073.9,0.309,2.06,1.91,-27.653578,23.078215,5.66,Alluvium_Unconsolidated,0,South Africa
395.82,4.88,0.36,31.17,1193.9,0.347,2.82,1.54,-27.010699,23.306111,3.98,Alluvium_Unconsolidated,0,South Africa
400.95,5.7,0.206,32.34,1023.2,0.283,2.74,1.31,-27.146276,22.993591,5.65,Alluvium_Unconsolidated,0,South Africa
408.22,7.98,0.232,36.95,900.6,0.304,3.16,1.91,-27.108773,22.757118,0.85,Alluvium_Unconsolidated,1,South Africa
380.38,7.79,0.416,36.48,1246.3,0.28,3.17,1.38,-27.600432,23.497767,1.01,Alluvium_Unconsolidated,1,South Africa
425.37,3.73,0.224,29.94,1171.8,0.238,1.92,2.34,-27.231819,23.256714,0.9,Alluvium_Unconsolidated,0,South Africa
437.87,5.72,0.338,32.37,851.9,0.205,2.2,1.6,-27.324072,22.560271,5.25,Alluvium_Unconsolidated,0,South Africa
408.39,6.98,0.491,34.7,979.4,0.239,1.88,2.44,-27.524518,22.918163,5.78,Alluvium_Unconsolidated,0,South Africa
378.72,4.63,0.366,30.86,1053.1,0.348,1.6,1.43,-27.00713,23.043524,5.56,Alluvium_Unconsolidated,0,South Africa
432.38,4.15,0.217,30.33,1180.0,0.294,1.69,1.95,-27.127155,23.274117,5.71,Alluvium_Unconsolidated,0,South Africa
432.61,4.47,0.281,30.67,1186.1,0.216,2.19,2.49,-27.284381,23.287861,3.01,Alluvium_Unconsolidated,0,South Africa
342.23,2.95,0.493,29.4,1094.4,0.358,2.73,1.67,-26.892158,23.112978,3.35,Alluvium_Unconsolidated,1,South Africa
439.51,4.81,0.415,31.08,1048.3,0.2,2.62,2.27,-27.376531,23.035531,5.5,Alluvium_Unconsolidated,0,South Africa
425.54,5.81,0.2,32.52,1211.1,0.263,1.67,2.4,-27.182204,23.350647,5.76,Alluvium_Unconsolidated,0,South Africa
358.62,6.83,0.431,34.38,860.7,0.358,3.13,2.45,-26.960738,22.624146,4.72,Alluvium_Unconsolidated,0,South Africa
358.16,7.43,0.493,35.65,959.7,0.357,1.61,2.41,-26.890819,22.882243,5.72,Alluvium_Unconsolidated,0,South Africa
373.33,6.72,0.283,34.17,1227.6,0.328,1.96,1.43,-27.692506,23.402654,4.56,Alluvium_Unconsolidated,0,South Africa
402.37,7.71,0.329,36.29,944.0,0.34,2.55,1.94,-27.031574,22.852095,5.07,Alluvium_Unconsolidated,0,South Africa
401.5,6.41,0.477,33.56,856.2,0.249,3.09,1.55,-27.544831,22.597762,5.62,Alluvium_Unconsolidated,1,South Africa
310.25,7.46,0.482,35.72,958.1,0.335,2.04,2.5,-26.810971,22.879213,3.56,Alluvium_Unconsolidated,0,South Africa
425.71,7.87,0.204,36.69,931.2,0.28,3.17,1.49,-27.151913,22.826333,1.08,Alluvium_Unconsolidated,1,South Africa
407.2,7.48,0.283,35.76,957.3,0.326,2.7,1.69,-27.064292,22.877661,5.56,Alluvium_Unconsolidated,0,South Africa
403.18,4.88,0.291,31.17,1193.9,0.329,2.39,1.74,-27.057953,23.306059,0.91,Alluvium_Unconsolidated,0,South Africa
411.48,6.91,0.495,34.54,982.4,0.235,1.79,2.43,-27.515286,22.923392,5.59,Alluvium_Unconsolidated,0,South Africa
437.13,4.19,0.431,30.37,1180.7,0.2,3.11,2.39,-27.389113,23.275787,4.99,Alluvium_Unconsolidated,1,South Africa
418.83,5.18,0.411,31.56,1038.3,0.2,2.54,2.21,-27.373976,23.018851,5.68,Alluvium_Unconsolidated,0,South Africa
421.94,7.78,0.2,36.47,938.8,0.265,3.11,1.38,-27.179776,22.841773,1.83,Alluvium_Unconsolidated,0,South Africa
381.75,6.42,0.406,33.59,856.3,0.355,3.2,2.44,-26.979304,22.598727,2.6,Alluvium_Unconsolidated,1,South Africa
394.44,4.86,0.248,31.14,1047.0,0.313,2.0,1.3,-27.092275,23.033269,1.41,Alluvium_Unconsolidated,1,South Africa
437.5,7.13,0.446,35.0,1234.8,0.201,2.39,1.85,-27.401141,23.431051,4.31,Alluvium_Unconsolidated,0,South Africa
357.22,5.9,0.458,32.66,1212.7,0.36,3.18,1.42,-26.937627,23.355086,4.61,Alluvium_Unconsolidated,0,South Africa
376.81,1.69,0.396,29.01,1122.4,0.353,2.15,1.31,-26.98674,23.161853,2.72,Alluvium_Unconsolidated,0,South Africa
432.55,5.14,0.415,31.51,1198.7,0.2,2.86,2.33,-27.37663,23.317776,5.8,Alluvium_Unconsolidated,0,South Africa
446.5,7.97,0.346,36.93,918.8,0.204,1.71,1.36,-27.329123,22.799753,2.15,Alluvium_Unconsolidated,0,South Africa
408.37,4.08,0.237,30.26,1067.2,0.307,1.9,1.32,-27.103029,23.067024,1.07,Alluvium_Unconsolidated,0,South Africa
346.45,2.4,0.455,29.15,1145.4,0.36,2.84,1.32,-26.940059,23.204049,4.12,Alluvium_Unconsolidated,0,South Africa
393.08,7.48,0.463,35.78,1241.0,0.258,3.2,1.3,-27.56062,23.461727,2.18,Alluvium_Unconsolidated,0,South Africa
425.39,7.76,0.211,36.42,940.2,0.247,2.93,1.32,-27.212598,22.844645,3.91,Alluvium_Unconsolidated,1,South Africa
419.99,7.29,0.498,35.35,1237.6,0.217,2.94,1.5,-27.472075,23.444014,5.75,Alluvium_Unconsolidated,0,South Africa
325.98,1.54,0.499,29.0,1125.6,0.349,3.18,1.67,-26.85127,23.167621,5.76,Alluvium_Unconsolidated,0,South Africa
389.02,5.3,0.467,31.73,850.6,0.255,2.74,1.44,-27.556364,22.539928,3.41,Alluvium_Unconsolidated,0,South Africa
396.44,2.26,0.369,29.11,1142.4,0.298,1.6,1.59,-27.633571,23.198411,2.31,Alluvium_Unconsolidated,0,South Africa
364.67,5.98,0.376,32.8,1214.1,0.35,3.11,1.66,-27.000383,23.359191,5.7,Alluvium_Unconsolidated,0,South Africa
361.19,3.53,0.289,29.78,1168.0,0.326,1.61,1.32,-27.687766,23.248755,3.69,Alluvium_Unconsolidated,0,South Africa
440.51,7.99,0.471,36.98,903.3,0.205,1.91,1.57,-27.425357,22.763893,5.8,Alluvium_Unconsolidated,0,South Africa
436.27,3.22,0.481,29.56,1162.0,0.207,3.13,2.33,-27.437662,23.236377,1.45,Alluvium_Unconsolidated,0,South Africa
441.55,7.72,0.272,36.32,943.2,0.219,2.39,1.33,-27.277415,22.850479,5.8,Alluvium_Unconsolidated,0,South Africa
328.82,1.61,0.499,29.0,1124.2,0.348,3.18,1.69,-26.850018,23.16498,5.77,Alluvium_Unconsolidated,0,South Africa
433.87,6.31,0.312,33.39,855.4,0.21,1.87,1.57,-27.306023,22.592256,5.77,Alluvium_Unconsolidated,0,South Africa
346.54,3.98,0.201,30.16,1176.7,0.358,2.18,1.43,-27.792435,23.267069,5.34,Alluvium_Unconsolidated,0,South Africa
342.34,8.0,0.477,37.0,907.6,0.332,1.65,2.33,-26.804707,22.774274,5.8,Alluvium_Unconsolidated,0,South Africa
348.24,1.71,0.288,29.01,1122.1,0.326,1.9,1.48,-27.688722,23.161206,5.79,Alluvium_Unconsolidated,0,South Africa
330.04,6.6,0.499,33.93,1225.4,0.354,2.58,1.34,-26.872741,23.394798,3.21,Alluvium_Unconsolidated,1,South Africa
357.7,7.89,0.22,36.73,890.4,0.349,2.11,2.48,-27.750521,22.730382,3.01,Alluvium_Unconsolidated,1,South Africa
370.61,7.69,0.302,36.25,945.1,0.321,3.2,2.45,-27.678237,22.854221,5.59,Alluvium_Unconsolidated,0,South Africa
361.85,3.57,0.382,29.81,1168.8,0.351,2.62,1.37,-26.996064,23.250415,2.52,Alluvium_Unconsolidated,1,South Africa
383.55,7.82,0.335,36.57,886.0,0.341,3.15,2.37,-27.027937,22.71779,4.49,Alluvium_Unconsolidated,0,South Africa
327.24,5.9,0.499,32.66,1212.7,0.353,2.78,1.3,-26.868848,23.354968,1.61,Alluvium_Unconsolidated,0,South Africa
425.96,6.81,0.486,34.35,860.5,0.243,3.19,1.58,-27.533028,22.623066,5.74,Alluvium_Unconsolidated,0,South Africa
394.64,6.68,0.304,34.08,858.8,0.333,3.0,2.49,-27.048534,22.614222,3.26,Alluvium_Unconsolidated,0,South Africa
413.51,7.13,0.496,34.99,865.2,0.233,3.17,1.55,-27.51064,22.645335,4.56,Alluvium_Unconsolidated,1,South Africa
396.78,7.7,0.425,36.28,1244.8,0.276,3.17,1.34,-27.593734,23.485728,0.91,Alluvium_Unconsolidated,1,South Africa
411.3,5.09,0.215,31.44,1197.8,0.293,1.83,2.11,-27.129477,23.315472,5.01,Alluvium_Unconsolidated,0,South Africa
416.49,6.11,0.5,33.03,1010.5,0.222,1.6,2.45,-27.485535,22.972109,2.51,Alluvium_Unconsolidated,0,South Africa
422.84,3.97,0.459,30.16,1176.6,0.203,3.19,2.33,-27.413406,23.266797,3.36,Alluvium_Unconsolidated,0,South Africa
322.72,3.88,0.49,30.07,1174.7,0.339,2.91,1.5,-26.823012,23.262832,1.15,Alluvium_Unconsolidated,1,South Africa
423.73,7.69,0.2,36.27,944.7,0.265,3.14,1.36,-27.179513,22.853498,1.23,Alluvium_Unconsolidated,0,South Africa
416.08,5.48,0.442,32.0,1029.7,0.268,1.87,2.42,-27.579968,23.004395,5.76,Alluvium_Unconsolidated,1,South Africa
